CodeSite,DateDebut,DateFin,TempSession,TypeAppareil,Download,Upload,Langue,GeoPoint
PW0147,2019-09-14T15:58:00+02:00,2019-09-14T17:59:00+02:00,7255,Ordinateur,9596459,1456937,Français,48.8754298708,2.353666773
PW0137,2019-09-14T15:58:00+02:00,2019-09-14T17:59:00+02:00,7221,Ordinateur,219168381,8999210,Français,48.8417075067,2.299350322
PW0176,2019-09-14T16:08:00+02:00,2019-09-14T17:18:00+02:00,4196,Mobile,312102495,23545418,Français,48.8765956695,2.3317982752
PW0072,2019-09-14T16:09:00+02:00,2019-09-14T16:16:00+02:00,392,Mobile,14330105,1169740,Français,48.8719533728,2.3923025004
PW0092,2019-09-14T16:12:00+02:00,2019-09-14T16:21:00+02:00,519,Mobile,10133350,957495,Anglais,48.8895947972,2.3630676012
PW0177,2019-09-14T16:14:00+02:00,2019-09-14T16:26:00+02:00,709,Mobile,6112790,569045,Français,48.8570974891,2.3704796611
PW0030,2019-09-14T16:19:00+02:00,2019-09-14T16:21:00+02:00,97,Mobile,8633938,809950,Français,48.8404878126,2.3925067765
PW0190,2019-09-14T16:21:00+02:00,2019-09-14T16:22:00+02:00,60,Mobile,1285890,214618,Français,48.8611484589,2.325065434
PW0110,2019-09-14T16:22:00+02:00,2019-09-14T16:23:00+02:00,33,Mobile,1360830,102764,Japonais,48.8614694222,2.346303724
PW0050,2019-09-14T16:23:00+02:00,2019-09-14T18:24:00+02:00,7260,Ordinateur,51270775,15584064,Français,48.853423534,2.3591792373
PW0110,2019-09-14T16:25:00+02:00,2019-09-14T16:27:00+02:00,122,Mobile,6448145,851904,Français,48.8614694222,2.346303724
PW0009,2019-09-14T16:26:00+02:00,2019-09-14T16:59:00+02:00,1963,Mobile,115219845,5652101,Anglais,48.8901061541,2.3632099736
PW0198,2019-09-14T16:29:00+02:00,2019-09-14T18:30:00+02:00,7246,Ordinateur,784381265,25366205,Français,48.9003798743,2.3358735009
PW0143,2019-09-14T16:33:00+02:00,2019-09-14T17:01:00+02:00,1683,Mobile,75120664,14427020,Français,48.8618194855,2.3476439033
PW0137,2019-09-14T16:33:00+02:00,2019-09-14T17:31:00+02:00,3462,Mobile,16817535,990027,Français,48.8417075067,2.299350322
PW0050,2019-09-14T16:34:00+02:00,2019-09-14T16:49:00+02:00,912,Tablette,16313599,1303693,Anglais,48.853423534,2.3591792373
PW0112,2019-09-14T16:35:00+02:00,2019-09-14T18:35:00+02:00,7221,Mobile,196752687,10350808,Français,48.8614889106,2.3441541095
PW0113,2019-09-14T16:38:00+02:00,2019-09-14T16:38:00+02:00,0,Ordinateur,0,0,Français,48.8618363826,2.2842707912
PW0079,2019-09-14T16:38:00+02:00,2019-09-14T18:38:00+02:00,7243,Mobile,1903131,1700672,Français,48.8331703217,2.3662785877
PW0113,2019-09-14T16:38:00+02:00,2019-09-14T17:57:00+02:00,4728,Ordinateur,29822276,2854492,Anglais,48.8618363826,2.2842707912
PW0147,2019-09-14T16:39:00+02:00,2019-09-14T17:10:00+02:00,1833,Ordinateur,5345655,806985,Français,48.8754298708,2.353666773
PW0049,2019-09-14T16:44:00+02:00,2019-09-14T17:11:00+02:00,1596,Mobile,27954193,3837857,Français,48.8515955528,2.383960071
PW0115,2019-09-14T16:46:00+02:00,2019-09-14T18:46:00+02:00,7226,Ordinateur,38585329,4677137,Français,48.8393069888,2.3387816735
PW0157,2019-09-14T16:49:00+02:00,2019-09-14T17:36:00+02:00,2828,Mobile,127797236,15070765,Français,48.8281858231,2.3586267374
PW0118,2019-09-14T16:50:00+02:00,2019-09-14T17:01:00+02:00,615,Mobile,3821150,1038390,Anglais,48.8481097373,2.3275943361
PW0058,2019-09-14T16:54:00+02:00,2019-09-14T16:56:00+02:00,148,Mobile,3702902,459560,Français,48.8324189858,2.3854831767
PW0114,2019-09-14T16:58:00+02:00,2019-09-14T17:10:00+02:00,691,Ordinateur,82397343,3547774,Français,48.830786809,2.3567544767
PW0009,2019-09-14T17:00:00+02:00,2019-09-14T18:48:00+02:00,6469,Ordinateur,803306574,38319897,Anglais,48.8901061541,2.3632099736
PW0054,2019-09-14T17:04:00+02:00,2019-09-14T18:28:00+02:00,5030,Mobile,382952380,37162033,Anglais,48.8337666097,2.3258559779
PW0059,2019-09-14T17:06:00+02:00,2019-09-14T17:08:00+02:00,109,Mobile,8132540,611770,Français,48.8580688977,2.3089898828
PW0155,2019-09-14T17:06:00+02:00,2019-09-14T19:07:00+02:00,7260,Mobile,31324487,19715965,Français,48.8383992161,2.3537775367
PW0144,2019-09-14T17:07:00+02:00,2019-09-14T17:09:00+02:00,122,Mobile,11775046,1942773,Français,48.8794445126,2.3125231
PW0026,2019-09-14T17:12:00+02:00,2019-09-14T18:58:00+02:00,6357,Ordinateur,63600493,4476516,Français,48.8451121922,2.3542064419
PW0198,2019-09-14T17:14:00+02:00,2019-09-14T18:42:00+02:00,5273,Mobile,44801847,4996801,Français,48.9003798743,2.3358735009
PW0052,2019-09-14T17:16:00+02:00,2019-09-14T18:31:00+02:00,4474,Ordinateur,1232398,617672,Français,48.860096294,2.3790349615
PW0113,2019-09-14T17:17:00+02:00,2019-09-14T19:07:00+02:00,6566,Ordinateur,28771298,3211966,Français,48.8618363826,2.2842707912
PW0113,2019-09-14T17:18:00+02:00,2019-09-14T17:38:00+02:00,1203,Mobile,8459972,630839,Français,48.8618363826,2.2842707912
PW0054,2019-09-14T17:23:00+02:00,2019-09-14T18:58:00+02:00,5682,Ordinateur,81915032,7350641,Français,48.8337666097,2.3258559779
PW0116,2019-09-14T17:24:00+02:00,2019-09-14T17:28:00+02:00,287,Mobile,13186469,739650,Anglais,48.8772054342,2.3707969197
PW0118,2019-09-14T17:25:00+02:00,2019-09-14T19:25:00+02:00,7239,Tablette,455828961,16283734,Anglais,48.8481097373,2.3275943361
PW0143,2019-09-14T17:26:00+02:00,2019-09-14T17:48:00+02:00,1307,Mobile,85373781,8148153,Français,48.8618194855,2.3476439033
PW0062,2019-09-14T17:28:00+02:00,2019-09-14T18:45:00+02:00,4589,Mobile,36020364,8215767,Français,48.827750994,2.3595956139
PW0164,2019-09-14T17:34:00+02:00,2019-09-14T18:42:00+02:00,4060,Mobile,39174207,3354406,Français,48.8744988283,2.3619049385
PW0109,2019-09-14T17:36:00+02:00,2019-09-14T18:45:00+02:00,4188,Ordinateur,60326793,24805859,Anglais,48.8811113359,2.3323455598
PW0147,2019-09-14T17:37:00+02:00,2019-09-14T17:37:00+02:00,14,Mobile,11007,41781,Français,48.8754298708,2.353666773
PW0175,2019-09-14T17:44:00+02:00,2019-09-14T19:07:00+02:00,4981,Mobile,164837512,26587073,Anglais,48.8609372147,2.2893499444
PW0045,2019-09-14T17:45:00+02:00,2019-09-14T18:40:00+02:00,3354,Ordinateur,18544160,14798684,Français,48.8598387687,2.4032269985
PW0157,2019-09-14T17:51:00+02:00,2019-09-14T18:05:00+02:00,840,Ordinateur,37409534,2340555,Français,48.8281858231,2.3586267374
PW0144,2019-09-14T17:54:00+02:00,2019-09-14T19:11:00+02:00,4662,Mobile,41491185,4169448,Français,48.8794445126,2.3125231
PW0006,2019-09-14T17:57:00+02:00,2019-09-14T18:23:00+02:00,1612,Tablette,164826920,5970255,Français,48.8844631298,2.3541416014
PW0048,2019-09-14T18:00:00+02:00,2019-09-14T18:47:00+02:00,2807,Ordinateur,72324272,11481481,Français,48.870162555,2.3852198261
PW0144,2019-09-14T18:03:00+02:00,2019-09-14T18:24:00+02:00,1240,Mobile,68146324,3987054,Anglais,48.8492339972,2.4120981583
PW0151,2019-09-14T18:03:00+02:00,2019-09-14T18:20:00+02:00,1037,Mobile,47376548,3020342,Anglais,48.8802623407,2.309839897
PW0144,2019-09-14T18:04:00+02:00,2019-09-14T19:49:00+02:00,6283,Ordinateur,142136915,4702703,Français,48.8794445126,2.3125231
PW0189,2019-09-14T18:05:00+02:00,2019-09-14T18:08:00+02:00,199,Mobile,6430825,1526376,Espagnol,48.8629641751,2.3045246819
PW0123,2019-09-14T18:07:00+02:00,2019-09-14T18:16:00+02:00,570,Mobile,4950630,791026,Espagnol,48.8563193139,2.3517550767
PW0045,2019-09-14T18:07:00+02:00,2019-09-14T19:57:00+02:00,6628,Ordinateur,21122969,6766977,Français,48.8598387687,2.4032269985
PW0190,2019-09-14T18:11:00+02:00,2019-09-14T18:21:00+02:00,615,Mobile,3562682,2952901,Français,48.8611484589,2.325065434
PW0199,2019-09-14T18:11:00+02:00,2019-09-14T18:42:00+02:00,1842,Mobile,33076124,10185392,Anglais,48.8342318805,2.3321285183
PW0062,2019-09-14T18:12:00+02:00,2019-09-14T18:15:00+02:00,185,Mobile,1558409,218131,Chinois simplifié,48.827750994,2.3595956139
PW0068,2019-09-14T18:13:00+02:00,2019-09-14T18:15:00+02:00,127,Mobile,12879238,523954,Français,48.8591243675,2.3841876331
PW0125,2019-09-14T18:15:00+02:00,2019-09-14T19:40:00+02:00,5120,Ordinateur,118239918,11660152,Français,48.8273180542,2.341993717
PW0126,2019-09-14T18:16:00+02:00,2019-09-14T18:18:00+02:00,137,Mobile,5327460,458676,Français,48.8424935285,2.3496737607
PW0048,2019-09-14T18:19:00+02:00,2019-09-14T19:02:00+02:00,2586,Mobile,56105821,5978657,Français,48.870162555,2.3852198261
PW0040,2019-09-14T18:22:00+02:00,2019-09-14T19:51:00+02:00,5323,Mobile,3605968,384361,Anglais,48.83559168,2.3258213932
PW0143,2019-09-14T18:22:00+02:00,2019-09-14T19:08:00+02:00,2731,Ordinateur,170546517,8302387,Français,48.8618194855,2.3476439033
PW0049,2019-09-14T18:27:00+02:00,2019-09-14T18:29:00+02:00,167,Mobile,7936458,446845,Français,48.8515955528,2.383960071
PW0137,2019-09-14T18:29:00+02:00,2019-09-14T19:57:00+02:00,5231,Ordinateur,130452202,4093607,Français,48.8417075067,2.299350322
PW0144,2019-09-14T18:31:00+02:00,2019-09-14T19:53:00+02:00,4903,Mobile,101771408,17820323,Anglais,48.8794445126,2.3125231
PW0165,2019-09-14T18:34:00+02:00,2019-09-14T19:49:00+02:00,4509,Mobile,343104679,11881183,Français,48.8569794103,2.2933390635
PW0137,2019-09-14T18:34:00+02:00,2019-09-14T18:39:00+02:00,326,Mobile,16066280,2334929,Français,48.8417075067,2.299350322
PW0114,2019-09-14T18:35:00+02:00,2019-09-14T18:56:00+02:00,1294,Ordinateur,910795,431718,Français,48.830786809,2.3567544767
PW0050,2019-09-14T18:35:00+02:00,2019-09-14T19:05:00+02:00,1763,Ordinateur,31053810,1461756,Français,48.853423534,2.3591792373
PW0153,2019-09-14T18:37:00+02:00,2019-09-14T18:44:00+02:00,442,Mobile,5252579,886218,Espagnol,48.8580407243,2.3492201015
PW0147,2019-09-14T18:37:00+02:00,2019-09-14T20:07:00+02:00,5391,Mobile,2498992,793367,Français,48.8754298708,2.353666773
PW0112,2019-09-14T18:37:00+02:00,2019-09-14T20:38:00+02:00,7256,Mobile,309077871,25267964,Français,48.8614889106,2.3441541095
PW0126,2019-09-14T18:41:00+02:00,2019-09-14T18:48:00+02:00,421,Mobile,11043393,474150,Anglais,48.8424935285,2.3496737607
PW0143,2019-09-14T18:43:00+02:00,2019-09-14T19:06:00+02:00,1408,Mobile,22478043,2052998,Français,48.8618194855,2.3476439033
PW0144,2019-09-14T18:44:00+02:00,2019-09-14T18:56:00+02:00,695,Mobile,37931115,2496587,Français,48.8492339972,2.4120981583
PW0111,2019-09-14T18:50:00+02:00,2019-09-14T19:31:00+02:00,2409,Ordinateur,177648858,10720092,Français,48.842546608,2.3618682436
PW0184,2019-09-14T18:54:00+02:00,2019-09-14T18:58:00+02:00,213,Mobile,1548393,218739,Anglais,48.88231743,2.34452052
PW0157,2019-09-14T18:54:00+02:00,2019-09-14T20:55:00+02:00,7250,Mobile,210429223,13709206,Français,48.8281858231,2.3586267374
PW0130,2019-09-14T18:55:00+02:00,2019-09-14T19:58:00+02:00,3769,Ordinateur,174076561,19177623,Français,48.8532955464,2.4012127883
PW0170,2019-09-14T19:01:00+02:00,2019-09-14T19:07:00+02:00,404,Mobile,8769440,993959,Anglais,48.8864505694,2.3654757972
PW0123,2019-09-14T19:01:00+02:00,2019-09-14T19:37:00+02:00,2159,Mobile,21177910,2818289,Anglais,48.8563193139,2.3517550767
PW0137,2019-09-14T19:01:00+02:00,2019-09-14T19:12:00+02:00,649,Mobile,26167670,5345990,Japonais,48.8417075067,2.299350322
PW0019,2019-09-14T19:02:00+02:00,2019-09-14T19:42:00+02:00,2407,Mobile,15030950,944100,Français,48.8639920263,2.3615319616
PW0053,2019-09-14T19:04:00+02:00,2019-09-14T19:51:00+02:00,2872,Mobile,365039660,16045773,Français,48.8312312482,2.3116623321
PW0123,2019-09-14T19:06:00+02:00,2019-09-14T19:12:00+02:00,366,Mobile,4654684,165515,Anglais,48.8563193139,2.3517550767
PW0052,2019-09-14T19:07:00+02:00,2019-09-14T19:56:00+02:00,2955,Mobile,4186412,646121,Français,48.860096294,2.3790349615
PW0123,2019-09-14T19:07:00+02:00,2019-09-14T19:16:00+02:00,552,Mobile,11931523,1780150,Anglais,48.8563193139,2.3517550767
PW0110,2019-09-14T19:16:00+02:00,2019-09-14T20:28:00+02:00,4370,Mobile,116917384,8931350,Français,48.8614694222,2.346303724
PW0020,2019-09-14T19:16:00+02:00,2019-09-14T19:18:00+02:00,137,Mobile,656527,166428,Français,48.862650133,2.345916105
PW0110,2019-09-14T19:19:00+02:00,2019-09-14T19:39:00+02:00,1208,Mobile,41894769,3245414,Allemand,48.8614694222,2.346303724
PW0157,2019-09-14T19:20:00+02:00,2019-09-14T19:55:00+02:00,2144,Mobile,111658278,7380742,Chinois simplifié,48.8281858231,2.3586267374
PW0031,2019-09-14T19:26:00+02:00,2019-09-14T20:00:00+02:00,2059,Mobile,55449330,2783724,Français,48.8318321726,2.2957560958
PW0151,2019-09-14T19:28:00+02:00,2019-09-14T19:35:00+02:00,469,Mobile,9572955,1584246,Français,48.8802623407,2.309839897
PW0054,2019-09-14T19:28:00+02:00,2019-09-14T19:46:00+02:00,1123,Mobile,15058395,2356425,Français,48.8337666097,2.3258559779
PW0058-2,2019-09-14T19:32:00+02:00,2019-09-14T20:27:00+02:00,3282,Mobile,27548757,11400600,Français,48.836091766,2.3832522595
PW0050,2019-09-14T19:32:00+02:00,2019-09-14T19:43:00+02:00,660,Ordinateur,82910429,4273804,Chinois simplifié,48.853423534,2.3591792373
PW0144,2019-09-14T19:34:00+02:00,2019-09-14T19:38:00+02:00,248,Mobile,13209441,1530634,Français,48.8794445126,2.3125231
PW0164,2019-09-14T19:49:00+02:00,2019-09-14T20:25:00+02:00,2122,Mobile,124153961,8297313,Français,48.8744988283,2.3619049385
PW0196,2019-09-14T19:52:00+02:00,2019-09-14T20:04:00+02:00,706,Mobile,23259884,2467807,Espagnol,48.8652873059,2.317839769
PW0196,2019-09-14T19:55:00+02:00,2019-09-14T19:56:00+02:00,99,Mobile,9091597,710081,Russe,48.8652873059,2.317839769
PW0165-1,2019-09-14T19:55:00+02:00,2019-09-14T19:55:00+02:00,2,Mobile,0,0,Espagnol,48.8546101225,2.3001906307
PW0123,2019-09-14T19:55:00+02:00,2019-09-14T20:08:00+02:00,762,Mobile,3773754,11496732,Portugais,48.8563193139,2.3517550767
PW0130,2019-09-14T19:56:00+02:00,2019-09-14T19:58:00+02:00,85,Mobile,2131983,458744,Français,48.8532955464,2.4012127883
PW0154,2019-09-14T20:00:00+02:00,2019-09-14T20:06:00+02:00,369,Mobile,19324327,3382511,Anglais,48.8480849077,2.3496431076
PW0058-3,2019-09-14T20:02:00+02:00,2019-09-14T20:28:00+02:00,1580,Mobile,41842061,4138469,Français,48.8368107135,2.3823502437
PW0119,2019-09-14T20:06:00+02:00,2019-09-14T20:23:00+02:00,1026,Mobile,69675433,16478229,Anglais,48.8572732825,2.3512776121
PW0058-3,2019-09-14T20:11:00+02:00,2019-09-14T20:19:00+02:00,505,Mobile,54199435,2526270,Anglais,48.8368107135,2.3823502437
PW0175,2019-09-14T20:14:00+02:00,2019-09-14T20:43:00+02:00,1715,Mobile,46394091,6599016,Portugais,48.8609372147,2.2893499444
PW0110,2019-09-14T20:15:00+02:00,2019-09-14T21:49:00+02:00,5657,Mobile,270502333,185667002,Français,48.8614694222,2.346303724
PW0080,2019-09-14T20:17:00+02:00,2019-09-14T20:25:00+02:00,479,Mobile,5321823,817928,Français,48.8566034181,2.3938687724
PW0165,2019-09-14T20:29:00+02:00,2019-09-14T20:31:00+02:00,129,Mobile,11805785,468350,Espagnol,48.8569794103,2.2933390635
PW0055,2019-09-14T20:31:00+02:00,2019-09-14T21:13:00+02:00,2525,Mobile,68585399,6146710,Portugais,48.8523121522,2.4105606442
PW0050,2019-09-14T20:35:00+02:00,2019-09-14T21:20:00+02:00,2721,Ordinateur,221091978,82016668,Anglais,48.853423534,2.3591792373
PW0058-3,2019-09-14T20:47:00+02:00,2019-09-14T20:49:00+02:00,140,Mobile,16580682,1451627,Français,48.8368107135,2.3823502437
PW0153,2019-09-14T20:53:00+02:00,2019-09-14T21:18:00+02:00,1531,Mobile,29505067,4878399,Français,48.8580407243,2.3492201015
PW0028,2019-09-14T20:54:00+02:00,2019-09-14T21:15:00+02:00,1291,Mobile,30293659,61083074,Français,48.8817841102,2.368720067
PW0163,2019-09-14T20:55:00+02:00,2019-09-14T21:24:00+02:00,1765,Mobile,43666232,38794647,Anglais,48.8556307839,2.3656584031
PW0156,2019-09-14T21:04:00+02:00,2019-09-14T21:34:00+02:00,1848,Mobile,17661294,1831905,Français,48.8558319848,2.3508346613
PW0165-1,2019-09-14T21:06:00+02:00,2019-09-14T22:00:00+02:00,3205,Mobile,21839589,7242202,Espagnol,48.8546101225,2.3001906307
PW0151,2019-09-14T21:10:00+02:00,2019-09-14T21:41:00+02:00,1872,Mobile,56193906,4855298,Français,48.8802623407,2.309839897
PW0157,2019-09-14T21:11:00+02:00,2019-09-14T21:12:00+02:00,59,Mobile,1850573,297521,Français,48.8281858231,2.3586267374
PW0165-1,2019-09-14T21:17:00+02:00,2019-09-14T23:17:00+02:00,7219,Mobile,192503927,39055179,Espagnol,48.8546101225,2.3001906307
PW0157,2019-09-14T21:30:00+02:00,2019-09-14T21:50:00+02:00,1217,Mobile,22584860,1735406,Français,48.8281858231,2.3586267374
PW0182,2019-09-14T21:36:00+02:00,2019-09-14T22:26:00+02:00,2994,Mobile,48303103,6359906,Anglais,48.8827940633,2.3827054256
PW0193,2019-09-14T21:51:00+02:00,2019-09-14T21:57:00+02:00,350,Mobile,1054244,289856,Français,48.8574278537,2.3470199245
PW0189,2019-09-14T21:58:00+02:00,2019-09-14T22:01:00+02:00,179,Mobile,1558224,317916,Russe,48.8629641751,2.3045246819
PW0110,2019-09-14T21:58:00+02:00,2019-09-14T22:09:00+02:00,652,Mobile,6587795,2288037,Anglais,48.8614694222,2.346303724
PW0176,2019-09-14T22:00:00+02:00,2019-09-14T22:50:00+02:00,2990,Mobile,32102217,3923400,Français,48.8765956695,2.3317982752
PW0177,2019-09-14T22:01:00+02:00,2019-09-14T22:07:00+02:00,369,Mobile,23668520,1064883,Français,48.8570974891,2.3704796611
PW0123,2019-09-14T22:04:00+02:00,2019-09-14T22:32:00+02:00,1683,Mobile,22552312,2265252,Français,48.8563193139,2.3517550767
PW0149,2019-09-14T22:19:00+02:00,2019-09-15T00:00:00+02:00,6063,Mobile,7825933,3912215,Anglais,48.8593733254,2.3358223561
PW0058,2019-09-14T22:39:00+02:00,2019-09-14T23:16:00+02:00,2198,Mobile,41177818,4376705,Français,48.8324189858,2.3854831767
PW0199,2019-09-14T22:51:00+02:00,2019-09-15T00:52:00+02:00,7209,Mobile,481784249,21966074,Français,48.8342318805,2.3321285183
PW0012,2019-09-14T22:56:00+02:00,2019-09-15T00:02:00+02:00,3995,Mobile,26419414,14973084,Français,48.8411040785,2.3883374877
PW0165,2019-09-14T23:10:00+02:00,2019-09-14T23:12:00+02:00,102,Mobile,13115929,568768,Espagnol,48.8569794103,2.2933390635
PW0177,2019-09-14T23:18:00+02:00,2019-09-15T00:14:00+02:00,3317,Mobile,223564487,12190647,Français,48.8570974891,2.3704796611
PW0150,2019-09-14T23:19:00+02:00,2019-09-14T23:30:00+02:00,651,Mobile,10563318,801074,Anglais,48.8523533398,2.3603109745
PW0175,2019-09-14T23:30:00+02:00,2019-09-15T00:04:00+02:00,2035,Mobile,7770082,4746531,Espagnol,48.8609372147,2.2893499444
PW0190,2019-09-14T23:37:00+02:00,2019-09-14T23:37:00+02:00,31,Mobile,2040766,147136,Anglais,48.8611484589,2.325065434
PW0170-1,2019-09-14T23:38:00+02:00,2019-09-14T23:40:00+02:00,65,Mobile,5098955,758609,Arabe,48.8858336546,2.3650478296
PW0193,2019-09-14T23:40:00+02:00,2019-09-14T23:55:00+02:00,897,Mobile,9762491,1957419,Russe,48.8574278537,2.3470199245
PW0186,2019-09-14T23:49:00+02:00,2019-09-14T23:51:00+02:00,143,Mobile,1212751,178164,Français,48.8769016573,2.3464050031
PW0181,2019-09-15T00:21:00+02:00,2019-09-15T01:18:00+02:00,3446,Mobile,28755409,7594338,Anglais,48.8566875709,2.3489230003
PW0191,2019-09-15T01:17:00+02:00,2019-09-15T01:18:00+02:00,49,Mobile,103233,32363,Français,48.8547105055,2.353240934
PW0181,2019-09-15T01:32:00+02:00,2019-09-15T02:00:00+02:00,1661,Mobile,3284896,662786,Français,48.8566875709,2.3489230003
PW0169-1,2019-09-15T10:21:00+02:00,2019-09-15T10:27:00+02:00,355,Mobile,8951500,903357,Français,48.8190213359,2.3450952203
PW0123,2019-09-15T11:38:00+02:00,2019-09-15T11:39:00+02:00,73,Mobile,7751365,7276936,Français,48.8563193139,2.3517550767
PW0064,2019-09-15T11:40:00+02:00,2019-09-15T11:49:00+02:00,492,Mobile,1026006,1561479,Français,48.8872868418,2.398062243
PW0110,2019-09-15T11:51:00+02:00,2019-09-15T12:53:00+02:00,3737,Mobile,118979221,8179403,Français,48.8614694222,2.346303724
PW0199,2019-09-15T12:16:00+02:00,2019-09-15T13:16:00+02:00,3587,Mobile,44846655,8197007,Anglais,48.8342318805,2.3321285183
PW0058,2019-09-15T12:18:00+02:00,2019-09-15T12:26:00+02:00,489,Mobile,1573819,149629,Arabe,48.8324189858,2.3854831767
PW0190,2019-09-15T12:18:00+02:00,2019-09-15T12:36:00+02:00,1061,Mobile,8335806,57035471,Russe,48.8611484589,2.325065434
PW0182,2019-09-15T12:23:00+02:00,2019-09-15T13:17:00+02:00,3205,Ordinateur,17991075,3836573,Français,48.8827940633,2.3827054256
PW0153,2019-09-15T12:26:00+02:00,2019-09-15T12:26:00+02:00,13,Mobile,1375057,111072,Anglais,48.8580407243,2.3492201015
PW0169-1,2019-09-15T12:29:00+02:00,2019-09-15T14:30:00+02:00,7220,Mobile,38553085,3887390,Anglais,48.8190213359,2.3450952203
PW0169-1,2019-09-15T12:37:00+02:00,2019-09-15T12:52:00+02:00,873,Mobile,19084696,5747079,Anglais,48.8190213359,2.3450952203
PW0190,2019-09-15T12:53:00+02:00,2019-09-15T12:58:00+02:00,335,Mobile,3579960,8563362,Français,48.8611484589,2.325065434
PW0169-1,2019-09-15T12:57:00+02:00,2019-09-15T13:32:00+02:00,2064,Mobile,1718064,276310,Russe,48.8190213359,2.3450952203
PW0169-1,2019-09-15T12:58:00+02:00,2019-09-15T13:07:00+02:00,505,Mobile,13730792,1065598,Russe,48.8190213359,2.3450952203
PW0169-1,2019-09-15T12:59:00+02:00,2019-09-15T14:16:00+02:00,4635,Mobile,44490397,34722058,Russe,48.8190213359,2.3450952203
PW0165,2019-09-15T13:03:00+02:00,2019-09-15T13:06:00+02:00,217,Mobile,587546,165701,Français,48.8569794103,2.2933390635
PW0154,2019-09-15T13:08:00+02:00,2019-09-15T13:12:00+02:00,221,Mobile,4328209,799895,Japonais,48.8480849077,2.3496431076
PW0165-1,2019-09-15T13:20:00+02:00,2019-09-15T13:41:00+02:00,1242,Mobile,3402923,24314496,Anglais,48.8546101225,2.3001906307
PW0150,2019-09-15T13:22:00+02:00,2019-09-15T13:28:00+02:00,373,Mobile,15582956,509296,Anglais,48.8523533398,2.3603109745
PW0062,2019-09-15T13:25:00+02:00,2019-09-15T13:44:00+02:00,1123,Mobile,10026037,350070,Français,48.827750994,2.3595956139
PW0169-1,2019-09-15T13:33:00+02:00,2019-09-15T14:10:00+02:00,2226,Mobile,75272968,18063041,Anglais,48.8190213359,2.3450952203
PW0199,2019-09-15T13:35:00+02:00,2019-09-15T13:46:00+02:00,645,Mobile,16397003,1903514,Anglais,48.8342318805,2.3321285183
